,PITCHER,NAME,YEAR,Unnamed: 0,W,L,SV,IP,R,ER,PA,AB,H,HR,TB,BB,UBB,IBB,HBP,SO,PLAYERID,BASEBALLREFERENCECODE,WARP,TEAM
562,16636,Brandon Webb,2000,1106,87,62,0,1319.6670000000001,557,479,5515,4935.0,1200,92,1739.0,435,401,34,50.0,1065,16636,webbbr01,36.927698,ARI
563,16637,Jerome Williams,2000,1107,23,29,0,425.3333,223,201,1837,1585.0,407,46,645.0,171,165,6,35.0,258,16637,willije01,3.26449786,SFG
564,16637,Jerome Williams,2010,1108,29,37,2,604.3333,348,324,2615,1882.0,673,84,822.0,181,172,9,23.0,397,16637,willije01,0.3859220000000001,LAA
565,16641,Jose Contreras,2000,1109,71,63,0,1083.667,617,555,4710,4194.0,1092,124,1712.0,394,381,13,56.0,799,16641,contrjo01,13.571081399999995,CHW
566,16641,Jose Contreras,2010,1110,7,4,9,89.3334,43,40,377,331.0,84,7,126.0,33,31,2,6.0,90,16641,contrjo01,0.3728459,PHI
567,16644,Aquilino Lopez,2000,1112,6,6,15,207.3334,94,87,903,792.0,199,23,322.0,82,69,13,11.0,167,16644,lopezaq01,1.741051,DET
568,16645,Seth McClung,2000,1113,26,34,6,430.33269999999993,275,261,1941,1630.0,425,61,701.0,254,243,11,22.0,314,16645,mccluse01,-6.1378710000000005,MIL
569,16653,Derrick Turnbow,2000,1118,17,16,65,257.66650000000004,135,123,1133,947.0,206,25,330.0,168,163,5,10.0,265,16653,turnbde01,3.30796413,MIL
570,16657,Kyle Snyder,2000,1122,8,17,0,237.6666,165,147,1071,959.0,283,34,457.0,85,76,9,11.0,157,16657,snydeky01,0.8788765999999999,BOS
571,16667,Willie Adams,1990,1130,6,9,0,134.6666,92,87,611,534.0,149,20,248.0,55,50,5,9.0,105,16667,adamswi02,0.06234000000000006,OAK
572,16669,Rick Aguilera,1980,1132,40,32,7,548.6667,243,215,2311,2100.0,546,45,822.0,154,143,11,16.0,408,16669,aguilri01,13.894869,NYM
573,16669,Rick Aguilera,1990,1133,45,47,282,694.9995,297,271,2870,2632.0,640,82,1029.0,179,150,29,16.0,584,16669,aguilri01,13.108517999999998,MIN
574,16681,Carlos Almanzar,2000,1142,11,10,0,169.66680000000005,83,79,730,647.0,169,24,273.0,58,50,8,9.0,116,16681,almanca01,1.7489857400000002,TEX
575,16698,Jack Armstrong,1980,1151,6,10,0,108.0,68,64,480,409.0,103,13,171.0,59,53,6,0.0,68,16698,armstja01,0.214425,CIN
576,16698,Jack Armstrong,1990,1152,34,55,0,678.6669999999999,371,336,2970,2634.0,704,89,1130.0,260,245,15,18.0,442,16698,armstja01,5.1844947,CIN
577,16700,Rene Arocha,1990,1155,18,17,11,331.0,169,151,1404,1286.0,363,37,572.0,75,63,12,11.0,190,16700,arochre01,5.1868731000000015,STL
578,16707,Bobby Ayala,1990,1162,37,44,59,576.0,353,306,2537,2210.0,581,71,931.0,245,223,22,26.0,541,16707,ayalabo01,9.93783,SEA
579,16712,Roger Bailey,1990,1164,18,19,1,356.0,216,194,1580,1378.0,392,43,633.0,161,156,5,15.0,162,16712,bailero01,-6.01371,COL
580,16715,Grant Balfour,2000,1167,17,9,8,218.3333,104,102,935,796.0,178,21,279.0,115,111,4,5.0,255,16715,balfogr01,3.838449100000001,MIN
581,16715,Grant Balfour,2010,1168,13,14,76,321.3333,111,107,1306,1136.0,228,26,363.0,137,127,10,3.0,316,16715,balfogr01,5.175470000000002,OAK
582,16735,Jose Bautista,1980,1175,9,19,0,249.667,132,128,1046,971.0,255,38,422.0,60,57,3,8.0,106,16735,bautijo01,-0.12483000000000002,BAL
583,16735,Jose Bautista,1990,1176,23,23,3,436.0006,244,224,1879,1707.0,477,68,786.0,111,86,25,19.0,222,16735,bautijo01,1.9994038000000005,BAL
584,16737,Rod Beck,1990,1177,26,37,260,587.3333,226,209,2411,2215.0,540,68,850.0,131,107,24,14.0,499,16737,beckro01,12.7139657,SFG
585,16737,Rod Beck,2000,1178,12,8,26,180.6667,82,73,759,683.0,163,29,283.0,60,51,9,6.0,145,16737,beckro01,2.447908,BOS
586,16741,Tim Belcher,1980,1181,31,20,5,443.667,157,139,1791,1622.0,355,30,505.0,138,126,12,9.0,375,16741,belchti01,12.77592,LAD
587,16741,Tim Belcher,1990,1182,111,115,0,1958.3330000000005,1065,960,8445,7567.0,2023,226,3190.0,700,670,30,47.0,1122,16741,belchti01,0.837995,KCR
588,16742,Stan Belinda,1990,1185,40,33,78,628.3332,284,269,2652,2304.0,522,71,873.0,261,223,38,31.0,561,16742,belinst01,9.261977000000002,PIT
589,16759,Sean Bergman,1990,1195,35,42,0,682.3323999999999,413,367,3022,2715.0,801,81,1229.0,239,217,22,19.0,420,16759,bergmse01,5.756658,DET
590,16769,Willie Blair,1990,1201,49,76,4,1093.3341,659,600,4780,4293.0,1215,147,1949.0,369,344,25,31.0,670,16769,blairwi01,4.8681071,COL
591,16769,Willie Blair,2000,1202,11,10,0,180.667,119,113,792,728.0,223,23,354.0,46,43,3,5.0,89,16769,blairwi01,0.31310000000000004,DET
592,16775,Doug Bochtler,1990,1205,9,16,6,251.6666,134,126,1110,924.0,218,34,379.0,156,137,19,6.0,211,16775,bochtdo01,-1.0113101,SDP
593,16781,Ricky Bones,1990,1213,57,75,1,1137.0,672,614,4994,4471.0,1257,154,2020.0,404,387,17,44.0,464,16781,bonesri01,-10.038868,MIL
594,16781,Ricky Bones,2000,1214,6,7,0,141.3333,82,75,640,558.0,165,13,242.0,60,43,17,6.0,100,16781,bonesri01,1.5813788999999998,FLA
595,16784,Shawn Boskie,1990,1216,49,63,1,870.3335,540,497,3854,3436.0,982,133,1624.0,292,268,24,44.0,494,16784,boskish01,0.6403173800000004,CHC
596,16785,Kent Bottenfield,1990,1217,36,34,9,688.0004,356,320,3006,2615.0,704,77,1107.0,292,269,23,23.0,421,16785,botteke01,1.3653799999999994,CHC
597,16785,Kent Bottenfield,2000,1218,10,15,1,223.667,150,140,1000,888.0,246,46,442.0,93,89,4,5.0,145,16785,botteke01,-0.6734588,ANA
598,16795,Jeff Brantley,1980,1223,7,2,1,118.0,63,57,510,453.0,123,12,181.0,43,34,9,3.0,80,16795,brantje01,2.612209,SFG
599,16795,Jeff Brantley,1990,1224,34,36,148,665.0004,237,219,2784,2416.0,541,76,855.0,285,244,41,22.0,580,16795,brantje01,11.347797,CIN
600,16799,Jamie Brewington,1990,1228,6,4,0,75.3333,38,38,334,277.0,68,8,109.0,45,39,6,4.0,45,16799,brewija01,-1.26936,SFG
601,16802,Doug Brocail,1990,1230,23,32,5,512.3330000000001,246,219,2188,1947.0,507,55,785.0,176,158,18,20.0,362,16802,brocado01,5.844307,DET
602,16802,Doug Brocail,2000,1231,29,16,4,367.6667,190,172,1605,1425.0,378,30,564.0,134,118,16,15.0,280,16802,brocado01,4.3544040000000015,HOU
603,16816,Jim Bruske,1990,1237,8,1,2,127.3334,62,54,561,494.0,132,11,200.0,56,51,5,6.0,87,16816,bruskji01,0.6775100000000001,LAD
604,16820,Jim Bullinger,1990,1239,34,41,11,641.9993999999998,398,361,2860,2455.0,651,65,1008.0,306,281,25,34.0,392,16820,bulliji01,4.998089000000001,CHC
605,16829,Mike Butcher,1990,1247,11,4,9,137.0,75,68,616,517.0,130,14,200.0,82,73,9,7.0,96,16829,butchmi01,-1.116649,CAL
606,16844,Tom Candiotti,1980,1256,56,54,0,964.6669999999999,452,396,4096,3680.0,940,80,1348.0,333,323,10,24.0,583,16844,candito01,12.073512,CLE
607,16844,Tom Candiotti,1990,1257,95,110,0,1760.3333999999998,847,734,7472,6719.0,1722,170,2620.0,550,529,21,61.0,1152,16844,candito01,35.727021,LAD
608,16850,Buddy Carlyle,2000,1263,10,8,0,208.0,136,128,908,802.0,226,33,393.0,77,59,18,4.0,160,16850,carlybu01,1.528041,ATL
609,16851,Rafael Carmona,1990,1265,11,7,2,154.99999999999997,92,85,724,600.0,171,24,285.0,100,89,11,5.0,96,16851,carmora01,-2.5967353,SEA
610,16853,Hector Carrasco,1990,1266,19,29,13,414.6666,204,184,1832,1569.0,389,24,537.0,211,194,17,15.0,321,16853,carrahe01,2.7047048,CIN
611,16853,Hector Carrasco,2000,1267,25,21,6,417.6663,207,186,1817,1584.0,403,45,632.0,176,160,16,18.0,341,16853,carrahe01,5.9315019000000015,LAA
612,16855,Lance Carter,2000,1269,13,11,29,248.3333,116,114,1041,946.0,242,36,418.0,70,60,10,6.0,124,16855,cartela02,-2.4986813000000008,TBD
613,16860,Carlos Castillo,1990,1271,10,7,1,207.6663,122,116,904,803.0,207,36,364.0,82,77,5,6.0,130,16860,castica02,-1.774015,CHW
614,16870,Bobby Chouinard,1990,1281,9,6,1,140.66660000000002,81,71,620,542.0,152,18,242.0,55,48,7,3.0,82,16870,chouibo01,-0.22646399999999994,ARI
615,16878,Mark Clark,1990,1286,71,66,0,1202.3326,645,599,5147,4701.0,1298,144,2053.0,343,324,19,21.0,712,16878,clarkma01,16.101592999999998,CLE
616,16883,Brad Clontz,1990,1289,22,8,8,270.6667,143,130,1172,1032.0,269,29,410.0,109,85,24,12.0,202,16883,clontbr01,2.973749,ATL
617,16900,Rocky Coppinger,1990,1299,16,11,0,219.0001,136,130,984,846.0,223,43,393.0,125,119,6,3.0,195,16900,coppiro01,-0.4195723,BAL
618,16904,Francisco Cordova,1990,1302,36,39,12,658.6669999999999,303,277,2761,2509.0,648,63,994.0,197,176,21,18.0,471,16904,cordofr01,12.39068,PIT
619,16904,Francisco Cordova,2000,1303,6,8,0,95.0,63,55,421,375.0,107,12,175.0,38,34,4,2.0,66,16904,cordofr01,0.278489,PIT
620,16909,Jim Corsi,1990,1310,21,21,7,421.6667,179,157,1794,1559.0,404,30,565.0,175,148,27,12.0,259,16909,corsiji01,3.5018502000000007,BOS
621,16913,Tim Crabtree,1990,1313,19,10,3,290.3333,140,121,1270,1134.0,311,19,433.0,105,95,10,11.0,218,16913,crabtti01,2.3967864,TOR
622,16933,Danny Darwin,1980,1326,95,101,27,1663.3339999999998,738,643,6995,6306.0,1579,145,2367.0,519,459,60,38.0,1090,16933,darwida01,24.39135100000001,TEX
623,16933,Danny Darwin,1990,1327,71,77,5,1266.6657,653,604,5372,4917.0,1311,171,2145.0,324,285,39,38.0,786,16933,darwida01,11.208835,BOS
624,16954,Jose Dejesus,1990,1341,20,18,1,338.3337,151,137,1457,1213.0,271,19,396.0,214,207,7,6.0,217,16954,dejesjo01,0.7225539999999999,PHI
625,16955,Jose Deleon,1980,1342,61,77,4,1234.3333,558,507,5142,4487.0,974,92,1494.0,550,521,29,30.0,1061,16955,deleojo01,28.634790000000002,PIT
626,16955,Jose Deleon,1990,1343,25,42,2,663.0003,319,286,2843,2454.0,582,61,914.0,291,270,21,32.0,533,16955,deleojo01,9.1960591,CHW
627,16962,Mark Dewey,1990,1347,12,7,8,249.0,105,101,1066,932.0,243,18,352.0,102,80,22,11.0,168,16962,deweyma01,1.50090987,SFG
628,16967,Jason Dickson,1990,1349,24,23,0,369.0003,222,201,1625,1471.0,435,55,687.0,115,110,5,14.0,196,16967,dicksja01,-2.3895619999999997,ANA
629,16969,Jerry Dipoto,1990,1352,27,24,49,481.6667,251,217,2116,1832.0,511,32,712.0,216,181,35,19.0,343,16969,dipotje01,-1.04755179,COL
630,16975,Jim Dougherty,1990,1357,8,8,0,94.6667,65,63,429,369.0,110,11,164.0,46,44,2,5.0,59,16975,doughji01,0.5918696999999999,HOU
631,16976,Doug Drabek,1980,1358,47,39,0,771.666,316,287,3156,2883.0,700,77,1089.0,215,205,10,12.0,446,16976,drabedo01,12.3608216,PIT
632,16976,Doug Drabek,1990,1359,108,95,0,1763.3339999999996,825,765,7362,6712.0,1748,169,2641.0,489,443,46,41.0,1148,16976,drabedo01,39.3172594,HOU
633,16979,Justin Duchscherer,2000,1360,31,24,14,426.667,161,149,1739,1584.0,370,44,576.0,109,95,14,22.0,329,16979,duchsju01,9.14921705,OAK
634,16986,Chad Durbin,2000,1366,32,43,4,620.0002999999998,396,359,2769,2420.0,671,91,1087.0,274,257,17,36.0,387,16986,durbich01,-3.7717234999999993,KCR
635,16986,Chad Durbin,2010,1367,11,4,1,214.0,116,108,947,832.0,226,32,382.0,90,81,9,8.0,187,16986,durbich01,0.5495384,PHI
636,16991,Dennis Eckersley,1970,1373,77,50,3,1148.333,431,398,4760,4300.0,1008,119,1579.0,352,319,33,32.0,855,16991,eckerde01,23.39155,CLE
637,16991,Dennis Eckersley,1980,1374,88,88,94,1593.6664,741,688,6583,6146.0,1576,170,2471.0,303,266,37,29.0,1010,16991,eckerde01,21.58464,BOS
638,16991,Dennis Eckersley,1990,1375,32,33,293,543.6666,210,192,2191,2072.0,492,58,780.0,83,62,21,14.0,536,16991,eckerde01,15.421265000000002,OAK
639,16992,Brian Edmondson,1990,1376,9,12,1,170.0,103,94,762,651.0,182,21,300.0,81,71,10,9.0,98,16992,edmonbr01,-1.3037258999999999,FLA
640,16994,Mark Eichhorn,1980,1377,29,23,15,457.667,175,162,1911,1688.0,404,35,607.0,157,117,40,20.0,355,16994,eichhma01,7.802207000000001,TOR
641,16994,Mark Eichhorn,1990,1378,19,20,17,428.0001,153,133,1791,1618.0,421,14,560.0,113,90,23,20.0,285,16994,eichhma01,7.264388000000001,CAL
642,16995,Dave Eiland,1990,1380,9,21,0,271.3333,194,163,1218,1113.0,329,27,507.0,83,79,4,8.0,118,16995,eilanda01,0.07879219999999994,NYY
643,16998,Scott Elarton,1990,1383,11,6,3,181.0,76,69,751,670.0,151,13,227.0,63,63,0,5.0,177,16998,elartsc01,4.234780000000001,HOU
644,16998,Scott Elarton,2000,1384,45,55,0,884.3340000000002,599,557,3930,3479.0,956,179,1727.0,355,342,13,35.0,521,16998,elartsc01,-12.525837,CLE
645,17007,Seth Etherton,2000,1393,9,7,0,115.6667,83,81,529,466.0,133,27,255.0,48,47,1,4.0,63,17007,etherse01,-1.5577063,ANA
646,17018,Alex Fernandez,1990,1400,103,83,0,1708.0006999999996,779,707,7148,6472.0,1634,183,2544.0,536,508,28,35.0,1225,17018,fernaal01,33.025577,CHW
647,17020,Osvaldo Fernandez,1990,1402,10,17,0,228.0003,134,119,1016,912.0,267,29,416.0,72,66,6,10.0,137,17020,fernaos01,2.764527,SFG
648,17020,Osvaldo Fernandez,2000,1403,9,9,0,159.0,95,93,693,616.0,172,14,264.0,64,59,5,2.0,71,17020,fernaos01,-0.657399,CIN
649,17030,Bryce Florie,1990,1409,20,19,1,435.6666,244,209,1919,1657.0,431,40,642.0,217,196,21,19.0,354,17030,floribr01,5.302470000000001,SDP
650,17038,Kevin Foster,1990,1418,32,29,0,492.0,280,262,2123,1863.0,479,86,844.0,210,198,12,11.0,401,17038,fosteke01,5.7173039,CHC
651,17043,John Frascatore,1990,1424,17,13,1,281.6667,130,117,1229,1082.0,288,32,455.0,108,91,17,13.0,167,17043,frascjo01,0.7208383999999999,STL
652,17054,Rich Garces,1990,1432,9,7,5,178.3334,82,68,786,669.0,150,15,232.0,104,93,11,3.0,160,17054,garceri01,1.3416328726,BOS
653,17054,Rich Garces,2000,1433,14,3,2,163.0,80,74,690,608.0,140,17,233.0,60,52,8,8.0,136,17054,garceri01,3.0033840000000005,BOS
654,17061,Mike Gardiner,1990,1436,17,27,5,393.667,262,228,1738,1545.0,420,49,666.0,161,148,13,5.0,239,17061,gardimi01,0.002338499999999917,DET
655,17062,Mark Gardner,1990,1438,83,78,1,1497.6660000000004,815,757,6391,5675.0,1478,202,2433.0,541,510,31,55.0,1090,17062,gardnma01,24.851945100000002,SFG
656,17062,Mark Gardner,2000,1439,16,12,0,240.6667,129,122,1032,928.0,248,33,413.0,76,71,5,8.0,145,17062,gardnma01,3.784597,SFG
657,17075,Ryan Glynn,2000,1447,7,16,0,171.6667,128,113,802,707.0,209,31,344.0,82,78,4,6.0,77,17075,glynnry01,-3.4879879999999996,TEX
658,17077,Geremi Gonzalez,1990,1449,18,16,0,254.0,145,133,1106,975.0,250,29,404.0,110,100,10,5.0,163,17077,gonzaje01,2.57966,CHC
659,17077,Geremi Gonzalez,2000,1450,12,19,0,318.6663,195,181,1407,1231.0,338,44,578.0,128,123,5,19.0,191,17077,gonzaje01,-2.0782844,TBD
660,17079,Dwight Gooden,1980,1452,100,39,1,1291.0,423,379,5215,4752.0,1053,65,1461.0,379,362,17,18.0,1168,17079,goodedw01,43.87153,NYM
661,17079,Dwight Gooden,1990,1453,88,68,0,1404.6673,711,657,6023,5352.0,1392,122,2081.0,531,509,22,57.0,1070,17079,goodedw01,22.85548,NYM
662,17079,Dwight Gooden,2000,1454,6,5,2,105.0,64,55,467,414.0,119,23,214.0,44,41,3,3.0,55,17079,goodedw01,-1.18173,HOU
663,17083,Mike Grace,1990,1456,16,16,0,275.6666,162,152,1212,1086.0,310,27,474.0,90,87,3,16.0,156,17083,gracemi02,1.6912429999999998,PHI
664,17084,Joe Grahe,1990,1457,22,30,45,400.3334,223,196,1812,1574.0,451,27,628.0,182,169,13,26.0,204,17084,grahejo01,-3.4578629000000003,CAL
665,17091,Tyler Green,1990,1462,18,25,0,384.0,242,220,1703,1463.0,387,47,614.0,201,193,8,14.0,263,17091,greenty01,1.9115810000000002,PHI
666,17096,Jason Grilli,2000,1464,18,18,2,356.6667,197,188,1573,1364.0,366,35,569.0,161,148,13,20.0,262,17096,grillja01,1.1212419,DET
667,17096,Jason Grilli,2010,1465,16,29,77,328.0001,142,133,1396,1105.0,278,41,431.0,131,118,13,14.0,432,17096,grillja01,3.7800276,PIT
668,17097,Kip Gross,1990,1466,7,7,0,143.3334,72,59,638,559.0,159,12,221.0,64,59,5,3.0,78,17097,grosski01,0.5475191999999999,CIN
669,17109,Juan Guzman,1990,1475,91,78,0,1481.667,742,664,6359,5592.0,1353,147,2090.0,665,643,22,35.0,1240,17109,guzmaju01,20.477625,TOR
670,17122,Erik Hanson,1980,1480,11,8,0,154.9997,61,55,633,575.0,138,11,201.0,44,42,2,6.0,111,17122,hansoer01,1.6924240000000002,SEA
671,17122,Erik Hanson,1990,1481,78,76,0,1400.3349999999996,715,662,5997,5427.0,1466,128,2193.0,460,439,21,23.0,1064,17122,hansoer01,23.950881,SEA
672,17124,Tim Harikkala,2000,1483,6,6,0,78.66669999999998,46,45,337,304.0,80,13,139.0,28,23,5,1.0,39,17124,harikti01,-1.4326564000000002,COL
673,17125,Pete Harnisch,1990,1485,97,83,0,1676.3347,758,691,7069,6327.0,1531,180,2465.0,580,547,33,42.0,1200,17125,harnipe01,31.475116999999997,HOU
674,17125,Pete Harnisch,2000,1486,9,9,0,166.3333,105,94,734,661.0,181,32,331.0,63,62,1,2.0,88,17125,harnipe01,0.026267999999999958,CIN
675,17128,Gene Harris,1990,1489,10,13,25,187.6665,107,91,857,722.0,183,17,273.0,113,94,19,4.0,145,17128,harrige01,0.5476850999999999,SDP
676,17129,Pep Harris,1990,1490,10,5,0,172.0,81,75,749,651.0,168,18,259.0,78,66,12,5.0,110,17129,harripe01,-0.3395015999999999,ANA
677,17146,Doug Henry,1990,1503,28,36,81,511.6667,257,226,2234,1936.0,479,57,759.0,247,210,37,10.0,422,17146,henrydo01,4.1880114,MIL
678,17146,Doug Henry,2000,1504,6,6,1,154.0,89,84,677,561.0,132,26,249.0,94,89,5,7.0,119,17146,henrydo01,-0.885716,HOU
679,17147,Gil Heredia,1990,1505,35,32,4,645.6663,342,314,2740,2554.0,721,64,1064.0,126,111,15,22.0,398,17147,heredgi01,13.043859,MON
680,17147,Gil Heredia,2000,1506,22,19,0,308.334,181,159,1353,1235.0,358,51,594.0,95,87,8,6.0,149,17147,heredgi01,0.2524,OAK
681,17153,Xavier Hernandez,1990,1510,39,35,35,648.3333,309,279,2778,2453.0,596,65,932.0,258,222,36,19.0,555,17153,hernaxa01,10.230933,HOU
682,17155,Orel Hershiser,1980,1511,98,64,5,1457.0010000000002,508,435,5957,5405.0,1240,75,1709.0,434,381,53,31.0,1011,17155,hershor01,41.2450249,LAD
683,17155,Orel Hershiser,1990,1512,105,81,0,1648.6663,822,740,7057,6312.0,1657,155,2525.0,559,505,54,75.0,990,17155,hershor01,25.63079,LAD
684,17158,Ken Hill,1980,1514,7,16,0,210.667,101,91,924,795.0,202,9,279.0,105,99,6,5.0,118,17158,hillke01,2.232042,STL
685,17158,Ken Hill,1990,1515,105,84,0,1673.3337,798,725,7159,6308.0,1619,133,2428.0,683,649,34,39.0,1011,17158,hillke01,18.459155199999998,ANA
686,17167,Chris Holt,1990,1522,13,26,1,378.3337,193,170,1625,1459.0,409,29,580.0,121,115,6,16.0,210,17167,holtch01,5.311007999999998,HOU
687,17167,Chris Holt,2000,1523,15,25,0,358.333,233,220,1611,1429.0,444,40,675.0,132,125,7,16.0,216,17167,holtch01,-0.24451999999999985,DET
688,17180,John Hudek,1990,1531,10,15,29,201.3334,107,99,896,746.0,176,29,308.0,123,113,10,9.0,206,17180,hudekjo01,1.1819309999999998,HOU
689,17182,Joe Hudson,1990,1532,6,7,2,127.0,78,68,580,492.0,151,7,200.0,73,65,8,6.0,62,17182,hudsojo02,-2.2034487,BOS
690,17190,Edwin Hurtado,1990,1536,8,9,2,144.3334,111,107,662,559.0,167,26,281.0,85,79,6,7.0,79,17190,hurtaed01,-1.8029977,SEA
691,17194,Mark Hutton,1990,1538,9,7,0,189.6667,110,100,853,727.0,203,23,315.0,96,92,4,12.0,111,17194,huttoma01,-0.519501,NYY
692,17201,Mike James,1990,1541,13,10,9,213.3334,89,81,929,788.0,190,16,280.0,103,90,13,18.0,170,17201,jamesmi01,1.1285037000000002,ANA
693,17202,Marty Janzen,1990,1543,6,7,0,98.6667,76,70,449,391.0,118,20,202.0,51,48,3,2.0,64,17202,janzema01,-0.3805735,TOR
694,17216,Dane Johnson,1990,1549,6,2,2,67.0,40,35,314,260.0,70,6,98.0,47,42,5,2.0,57,17216,johnsda05,-0.16283950000000005,CHW
695,17222,John Johnstone,1990,1554,12,15,3,228.3334,103,89,986,855.0,205,27,355.0,102,83,19,7.0,197,17222,johnsjo07,2.7880021,FLA
696,17224,Doug Jones,1980,1556,17,19,78,276.0,104,82,1162,1063.0,269,10,342.0,60,47,13,10.0,237,17224,jonesdo01,6.578707900000001,CLE
697,17224,Doug Jones,1990,1557,48,58,223,779.0002000000002,327,300,3273,3015.0,800,70,1174.0,169,133,36,27.0,618,17224,jonesdo01,17.189035,CLE
698,17232,Jeff Juden,1990,1564,27,32,0,532.9995,325,285,2350,2016.0,510,73,847.0,247,241,6,34.0,441,17232,judenje01,12.3678734,HOU
699,17233,Scott Kamieniecki,1990,1565,50,55,3,917.6657,479,454,3983,3502.0,942,96,1452.0,404,376,28,31.0,496,17233,kamiesc01,0.7786221999999999,NYY
700,17234,Matt Karchner,1990,1567,20,12,27,226.6667,112,103,1018,859.0,223,27,341.0,121,99,22,12.0,161,17234,karchma01,-0.782519,CHW
701,17239,Greg Keagle,1990,1573,6,16,0,171.66670000000005,135,129,829,693.0,208,27,348.0,106,101,5,18.0,128,17239,keaglgr01,-3.908319,DET
702,17245,Brian Keyser,1990,1577,6,8,1,152.0,88,84,679,611.0,192,13,280.0,55,46,9,2.0,67,17245,keysebr01,-0.030950000000000037,CHW
703,17248,Darryl Kile,1990,1581,92,95,0,1621.001,871,778,7149,6145.0,1610,150,2445.0,767,731,36,85.0,1247,17248,kileda01,21.27791,HOU
704,17248,Darryl Kile,2000,1582,41,24,0,544.3327,228,214,2280,2051.0,525,64,842.0,151,146,5,32.0,421,17248,kileda01,13.894129999999999,STL
705,17249,Curtis King,1990,1583,6,2,2,81.33330000000002,36,31,360,314.0,91,5,119.0,31,27,4,4.0,42,17249,kingcu01,-0.4133071,STL
706,17260,Tom Kramer,1990,1587,7,3,0,125.6667,69,63,565,490.0,136,20,229.0,65,58,7,2.0,75,17260,krameto01,-1.3219530000000002,CLE
707,17280,Mark Leiter,1990,1607,63,72,26,1148.3346,648,587,5005,4410.0,1173,149,1918.0,416,375,41,73.0,866,17280,leitema01,10.705873100000002,DET
708,17288,Richie Lewis,1990,1610,14,15,2,293.3334,183,159,1350,1112.0,287,45,502.0,191,162,29,8.0,244,17288,lewisri01,0.9380059999999999,FLA
709,17292,Felipe Lira,1990,1611,21,38,1,470.667,294,273,2096,1850.0,516,72,854.0,184,173,11,24.0,294,17292,lirafe01,-2.37293787,DET
710,17297,Carlton Loewer,1990,1613,9,14,0,212.3337,140,134,934,842.0,254,27,399.0,65,64,1,3.0,106,17297,loeweca01,0.908168,PHI
711,17299,Rich Loiselle,1990,1615,7,14,48,163.6667,72,62,729,636.0,170,14,245.0,77,62,15,5.0,137,17299,loiseri01,1.7450409999999998,PIT
712,17318,Mike Maddux,1980,1626,10,13,1,227.3334,131,114,994,877.0,248,15,345.0,87,76,11,10.0,144,17318,maddumi01,3.246326,PHI
713,17318,Mike Maddux,1990,1627,27,22,19,607.0002,277,255,2563,2313.0,594,46,869.0,185,156,29,20.0,403,17318,maddumi01,9.990725,BOS
714,17325,Barry Manuel,1990,1633,7,2,0,149.00009999999997,71,64,645,562.0,135,23,240.0,60,52,8,10.0,109,17325,manueba01,0.8986878999999999,TEX
715,17330,Dennis Martinez,1970,1635,46,36,4,762.9997,344,311,3161,2849.0,716,59,1050.0,243,233,10,12.0,399,17330,martide01,11.286451,BAL
716,17330,Dennis Martinez,1980,1636,107,87,1,1722.0006999999996,848,765,7316,6666.0,1784,190,2755.0,512,485,27,49.0,868,17330,martide01,12.759247,BAL
717,17330,Dennis Martinez,1990,1637,92,70,3,1514.667,643,567,6277,5721.0,1397,123,2073.0,410,376,34,61.0,882,17330,martide01,31.518105,MON
718,17337,Ramon Martinez,1980,1640,7,7,0,134.3334,56,50,561,485.0,106,11,158.0,63,61,2,5.0,112,17337,martira02,2.707132,LAD
719,17337,Ramon Martinez,1990,1641,118,71,0,1618.0006999999996,715,620,6847,6039.0,1426,139,2160.0,649,613,36,50.0,1217,17337,martira02,29.221245999999994,LAD
720,17337,Ramon Martinez,2000,1642,10,10,0,143.3337,109,102,667,563.0,159,20,265.0,83,80,3,11.0,98,17337,martira02,-0.3921070000000001,BOS
721,17342,Terry Mathews,1990,1645,22,21,10,421.6666,212,199,1822,1595.0,429,50,689.0,180,158,22,7.0,300,17342,mathete01,0.2476819000000001,BAL
722,17355,Jack McDowell,1980,1653,8,10,0,186.667,91,76,790,694.0,163,13,237.0,74,69,5,9.0,99,17355,mcdowja01,0.725409,CHW
723,17355,Jack McDowell,1990,1654,119,77,0,1702.3347,783,733,7176,6509.0,1691,160,2578.0,532,508,24,39.0,1212,17355,mcdowja01,33.552221,CHW
724,17358,Kevin McGlinchy,1990,1658,7,3,0,70.3333,25,22,298,259.0,66,6,98.0,30,23,7,1.0,67,17358,mcglike01,1.7127,ATL
725,17363,Greg McMichael,1990,1661,31,29,53,507.0002,207,181,2152,1907.0,471,39,686.0,189,142,47,9.0,445,17363,mcmicgr01,10.303198199999999,ATL
726,17367,Rusty Meacham,1990,1664,22,14,9,303.0004,158,141,1309,1189.0,334,33,515.0,81,68,13,11.0,182,17367,meachru01,2.2082072999999998,KCR
727,17377,Jose Mercedes,1990,1668,11,15,0,246.0,137,124,1035,923.0,242,40,407.0,91,87,4,8.0,114,17377,mercejo02,-0.3499118,MIL
728,17377,Jose Mercedes,2000,1669,22,24,0,337.0003000000001,199,184,1495,1326.0,375,35,583.0,132,128,4,13.0,196,17377,mercejo02,0.8001208999999997,BAL
729,17385,Bob Milacki,1980,1673,16,12,0,268.0,107,103,1113,1001.0,242,22,357.0,97,93,4,2.0,131,17385,milacbo01,0.33879950000000003,BAL
